,Weeks on Chart,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,Debut Position,LyricPositive,LyricNeutral,LyricNegative,TweetPositive,TweetNeutral,TweetNegative,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 0,Classification
387,20,FALSE,196800,72,0.375,0.574,7,-5.305,1,0.0315,0.143,0,0.11,0.406,132.025,3,28,18,81,0,32,67,0,0.113533378,0.09370245,0.219290912,0,0,0,0.562144935,0,0,0,3
388,20,TRUE,170637,70,0.635,0.472,8,-3.869,0,0.511,0.00898,0,0.117,0.373,174.008,4,21,8,83,8,10,87,2,0.673960209,0,0,0,0,0,0.157485545,0,0.159905478,0,3
389,20,FALSE,203053,63,0.561,0.756,11,-5.056,1,0.0287,0.0127,8.34E-05,0.233,0.702,145.129,4,96,30,70,0,2,95,3,0.277478069,0,0,0.132800519,0,0,0,0.574819565,0,0,4
390,20,FALSE,205733,75,0.554,0.743,9,-6.016,1,0.0287,0.0251,0,0.359,0.673,72.997,4,85,17,75,7,2,97,0,0.734035134,0,0,0,0,0,0.255432844,0,0,0,4
391,20,FALSE,201893,72,0.685,0.783,11,-4.152,1,0.0276,0.116,0,0.194,0.525,90.008,4,95,2,97,0,1,98,0,0.650771081,0,0.3402358,0,0,0,0,0,0,0,4
392,20,TRUE,243269,72,0.762,0.476,0,-12.686,1,0.114,0.366,0,0.103,0.375,130.007,4,88,0,96,3,2,95,2,0,0,0.974272788,0,0,0,0,0,0,0,4
393,20,TRUE,198236,68,0.464,0.771,8,-4.503,1,0.336,0.0235,0,0.063,0.69,158.777,4,63,0,98,1,0,97,2,0,0,0,0,0,0,0,0,0.970956147,0,2
394,20,TRUE,223973,71,0.589,0.658,11,-5.288,0,0.203,0.0242,0,0.118,0.251,77.521,4,81,16,77,5,0,100,0,0.865436852,0,0,0,0,0.125362381,0,0,0,0,3
395,20,FALSE,187760,61,0.511,0.812,6,-4.763,0,0.0464,0.0496,1.64E-06,0.0829,0.692,81.992,4,95,2,91,6,1,99,0,0,0,0.240549743,0,0,0.210459188,0.355188102,0.187131941,0,0,5
396,20,TRUE,192539,81,0.921,0.635,1,-4.904,1,0.416,0.0218,0,0.0946,0.549,130.028,4,98,3,59,36,0,50,50,0,0,0,0,0,0.634593606,0,0,0.357318491,0,4
397,20,TRUE,205803,79,0.919,0.622,1,-7.384,1,0.0997,0.228,4.24E-06,0.122,0.424,140.022,4,64,6,76,16,25,75,0,0,0.62201333,0.034741715,0,0,0,0,0,0.338413626,0,4
398,20,FALSE,188493,65,0.741,0.626,1,-4.826,0,0.0886,0.02,0,0.0828,0.706,108.029,4,91,3,89,7,2,97,0,0.154361516,0,0,0,0,0.664871633,0,0.16889292,0,0,4
399,20,FALSE,157080,68,0.663,0.738,7,-5.48,1,0.0303,0.032,0.000225,0.0856,0.825,130.02,4,68,4,95,0,9,89,1,0,0.155309066,0,0,0.242530912,0.134454146,0.242411226,0,0.217478037,0,4
400,20,FALSE,152862,70,0.827,0.658,6,-3.846,1,0.0517,0.0224,0,0.0417,0.523,115.016,4,11,3,73,23,8,91,0,0,0.396681577,0,0,0.5904091,0,0,0,0,0,1
401,20,FALSE,197266,81,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65E-06,0.096,0.104,125.026,4,80,10,85,4,0,100,0,0,0,0,0,0,0.625773489,0,0,0.360186249,0,2
402,20,TRUE,268434,86,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06E-06,0.11,0.74,115.007,4,95,0,47,52,5,89,4,0,0.327428073,0,0,0,0.43846333,0,0,0.228996187,0,2
403,20,FALSE,212640,78,0.738,0.868,11,-4.373,0,0.0731,0.0389,0.00171,0.388,0.336,122.003,4,60,61,35,2,97,2,0,0,0,0,0,0,0.988745868,0,0,0,0,3
404,20,FALSE,190173,64,0.489,0.641,7,-4.455,1,0.0282,0.0592,0,0.0857,0.303,136.095,4,69,8,91,0,5,93,1,0,0,0,0,0,0.51003927,0.267478317,0,0.207890496,0,4
405,20,FALSE,226173,71,0.488,0.915,7,-4.255,1,0.0389,0.0406,0,0.351,0.646,75.019,4,56,4,93,2,0,100,0,0.44577226,0.265476525,0,0,0,0,0,0,0.063562907,0.21777609,3
406,20,FALSE,190240,72,0.747,0.861,8,-5.251,1,0.0514,0.113,0,0.026,0.859,103.966,4,85,0,92,7,15,84,0,0.296179026,0,0,0,0,0,0,0,0.691314995,0,3
407,20,FALSE,204773,66,0.622,0.808,5,-4.701,1,0.0418,0.00543,5.63E-05,0.215,0.599,122.121,4,48,24,72,3,4,95,0,0,0,0,0,0,0.974275053,0,0,0,0,4
408,20,TRUE,201253,66,0.647,0.646,9,-5.483,0,0.243,0.0424,0,0.0888,0.721,92.981,4,64,0,83,16,2,97,0,0.255866349,0,0,0,0.175217912,0,0.558911204,0,0,0,3
409,20,TRUE,216408,78,0.696,0.817,1,-3.862,1,0.109,0.075,0,0.187,0.782,98.064,4,98,10,71,18,0,100,0,0,0.185828805,0,0,0,0.552254021,0,0,0.253955901,0,3
410,20,FALSE,205000,68,0.717,0.796,6,-3.677,1,0.0303,0.0189,8.94E-05,0.19,0.942,105.017,4,48,10,89,0,20,79,0,0.346266091,0,0.495928496,0,0,0.142243713,0,0,0,0,4
411,20,FALSE,193253,68,0.636,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956,4,89,4,91,4,1,97,1,0.098361015,0.087225452,0,0,0,0.17087391,0,0.561207533,0.076580942,0,5
412,20,FALSE,248466,76,0.322,0.28,6,-9.367,0,0.0281,0.468,1.10E-06,0.102,0.175,85.794,4,88,0,96,3,9,90,0,0.030680129,0.863474429,0,0,0,0.095390901,0,0,0,0,4
413,20,TRUE,227533,82,0.67,0.654,4,-5.944,1,0.153,0.627,1.02E-06,0.071,0.438,180.024,4,84,2,87,10,10,72,17,0,0.33393684,0,0,0,0,0,0,0.656186223,0,4
414,20,FALSE,198440,77,0.655,0.56,9,-6.857,1,0.0486,0.749,0,0.115,0.599,140.975,4,88,2,97,0,3,93,2,0,0.238893807,0,0,0,0,0.747063696,0,0,0,3
415,20,FALSE,190586,66,0.596,0.855,1,-2.255,1,0.0474,0.197,0,0.11,0.811,172.082,4,26,1,98,0,5,94,0,0.485065281,0,0.504404426,0,0,0,0,0,0,0,3
416,20,FALSE,198733,69,0.49,0.798,6,-3.66,1,0.0489,0.0137,0,0.0627,0.479,149.109,4,37,0,98,1,3,96,0,0,0.153072208,0,0,0.512923539,0.152919501,0.173081294,0,0,0,3
417,20,FALSE,196000,59,0.428,0.78,0,-3.472,1,0.0373,0.083,0,0.115,0.431,147.986,4,97,10,89,0,0,98,1,0,0,0,0.071440548,0,0,0.914516449,0,0,0,5
418,20,FALSE,180906,72,0.607,0.575,8,-7.066,1,0.0252,0.133,2.52E-06,0.0566,0.504,78.341,4,93,0,100,0,11,88,0,0,0.979057729,0,0,0,0,0,0,0,0,4
419,20,TRUE,175229,78,0.876,0.519,11,-6.531,1,0.143,0.202,0,0.108,0.158,94.981,4,62,4,80,15,3,96,0,0,0.242625967,0,0,0,0.750030875,0,0,0,0,2
420,20,FALSE,200593,81,0.847,0.678,9,-8.635,1,0.109,0.0669,0,0.274,0.811,97.984,4,66,20,77,1,12,87,0,0.986950338,0,0,0,0,0,0,0,0,0,2
421,20,TRUE,177139,73,0.767,0.543,1,-7.881,0,0.103,0.049,0,0.115,0.485,106.029,4,28,7,87,5,33,66,0,0,0,0,0.043997079,0,0.946904898,0,0,0,0,4
422,20,TRUE,206306,76,0.718,0.692,5,-5.06,0,0.148,0.275,0,0.118,0.721,142.992,4,94,4,83,11,0,100,0,0,0.761447906,0,0,0,0.230301186,0,0,0,0,4
423,20,FALSE,240760,78,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03E-06,0.265,0.625,128.027,4,85,9,82,7,2,92,5,0.090300381,0.440927953,0,0.384240001,0,0,0,0,0.078005217,0,4
424,20,TRUE,126345,79,0.763,0.726,1,-6.405,1,0.282,0.259,0,0.0976,0.349,139.059,4,95,1,57,40,5,86,7,0.11712499,0.755227685,0,0,0,0,0,0,0,0.107632719,4
425,20,TRUE,176631,81,0.894,0.511,2,-4.768,1,0.42,0.0251,0,0.14,0.568,120.08,4,96,13,66,20,2,97,0,0,0.233359098,0,0,0,0,0,0,0.758303165,0,4
426,20,TRUE,200106,85,0.796,0.586,4,-6.946,0,0.147,0.0247,0,0.132,0.179,97.981,4,12,1,89,8,25,74,0,0.115343943,0.569993556,0.131264463,0,0,0.162170559,0.016461561,0,0,0,2
427,20,FALSE,214801,73,0.67,0.585,6,-4.861,0,0.0354,0.107,1.11E-06,0.131,0.447,110.03,4,50,14,85,0,1,98,0,0,0.79628408,0,0,0,0.183708474,0,0,0,0,3
428,20,FALSE,190640,62,0.556,0.873,1,-5.056,1,0.0348,0.101,0.000131,0.176,0.48,104.986,4,99,0,100,0,5,94,0,0,0.300205171,0.476589799,0,0,0.171597332,0,0.044459689,0,0,5
429,20,FALSE,202204,92,0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567,5,29,27,56,15,7,89,2,0.981241763,0,0,0,0,0,0,0,0,0,3
430,20,FALSE,263786,75,0.638,0.924,7,-3.887,1,0.0359,0.00205,0.000173,0.149,0.529,111.995,4,55,8,92,0,0,100,0,0,0.261059105,0.717310011,0,0,0,0,0,0,0,2
431,20,TRUE,239853,73,0.602,0.725,6,-3.054,1,0.0393,0.174,0,0.0786,0.304,122.803,4,46,6,68,25,3,96,0,0,0.299046814,0,0,0,0.139487013,0,0,0.556828439,0,4
432,20,FALSE,219000,66,0.506,0.897,9,-4.632,1,0.26,0.146,0.000451,0.0868,0.525,188.03,4,94,14,70,14,2,97,0,0,0,0,0.304351717,0,0,0.651661038,0,0.035339888,0,4
433,20,TRUE,219552,66,0.803,0.648,4,-9.185,0,0.198,0.0288,0,0.0904,0.538,131.925,4,92,31,51,16,26,72,2,0.01955379,0.379410803,0.418475628,0,0,0,0,0,0.175961509,0,5
434,20,FALSE,177390,75,0.652,0.453,1,-6.119,1,0.0445,0.0519,0,0.179,0.432,88.038,3,54,0,70,29,11,86,2,0,0,0,0,0,0,0,0,0.979063451,0,4
435,20,TRUE,220813,67,0.762,0.576,1,-4.951,0,0.0829,0.0556,0,0.0869,0.316,142.096,4,58,28,52,19,0,100,0,0,0.126075208,0,0,0,0,0,0,0.868365884,0,4
436,20,TRUE,268186,75,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91E-05,0.122,0.231,171.853,4,27,2,91,5,7,92,0,0,0.060525484,0,0,0,0,0,0,0.929944098,0,2
437,20,FALSE,243146,75,0.638,0.738,6,-4.976,0,0.0292,0.117,0.000384,0.689,0.657,97.021,4,86,0,96,3,7,92,0,0.274831235,0,0.572788715,0,0,0,0,0,0,0.13237147,4
438,20,FALSE,163386,75,0.576,0.319,4,-10.934,1,0.0518,0.603,0,0.173,0.0921,83.632,4,52,12,87,0,15,85,0,0,0,0,0,0,0.98362869,0,0,0,0,4
439,20,TRUE,135090,87,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,4,35,0,80,20,4,94,1,0.041519348,0,0,0,0,0.944679677,0,0,0,0,2
440,20,TRUE,292593,70,0.828,0.609,1,-4.402,1,0.0694,0.0916,1.21E-06,0.291,0.707,109.725,4,94,2,87,9,0,100,0,0,0.157822356,0.492154151,0,0,0.148978621,0,0,0.197448671,0,2
441,20,TRUE,153428,67,0.779,0.455,1,-15.025,1,0.28,0.0542,0,0.177,0.197,140.181,4,99,19,68,12,3,96,0,0,0.838804245,0,0,0,0,0,0.150801435,0,0,5
442,20,FALSE,207733,66,0.615,0.632,3,-5.382,1,0.0374,0.0685,0,0.108,0.56,152.035,4,99,1,85,12,5,95,0,0.280388087,0.379951864,0.078524567,0,0,0,0,0,0.246494666,0,4
443,20,FALSE,241613,64,0.629,0.878,9,-3.535,1,0.0443,0.392,0,0.0899,0.714,137.989,4,81,0,98,1,4,95,0,0.98888284,0,0,0,0,0,0,0,0,0,3
444,20,FALSE,46253,18,0.632,0.323,10,-14.042,0,0.951,0.811,0,0.102,0.769,171.053,4,86,0,100,0,0,100,0,0,0,0,0,0,0,0.983923674,0,0,0,4
445,20,FALSE,188238,80,0.576,0.267,2,-5.668,1,0.044,0.878,0,0.119,0.326,205.888,4,54,6,93,0,1,98,0,0,0,0,0,0,0,0,0,0.985567808,0,1
446,20,FALSE,230973,70,0.557,0.511,8,-6.788,1,0.0291,0.254,0,0.099,0.602,156.042,4,96,12,84,3,14,85,0,0,0,0,0,0,0.981242716,0,0,0,0,4
447,20,FALSE,220626,64,0.646,0.431,6,-8.517,1,0.0262,0.637,6.99E-06,0.113,0.292,90.034,4,96,24,75,0,1,97,1,0.088432759,0,0,0,0,0.086112954,0.811718285,0,0,0,4
448,20,FALSE,263120,64,0.514,0.836,5,-3.663,1,0.0381,0.112,0,0.0878,0.501,143.888,4,54,34,66,0,1,97,1,0.763349593,0,0,0,0,0,0.220643565,0,0,0,4
449,20,FALSE,234213,72,0.653,0.623,6,-5.273,0,0.082,0.253,0,0.144,0.401,123.999,4,27,4,89,6,0,100,0,0,0,0,0,0,0,0.989407599,0,0,0,2
450,20,FALSE,181240,73,0.934,0.694,11,-5.849,0,0.101,0.0962,1.20E-06,0.478,0.835,123.829,4,39,9,90,0,10,86,2,0.093420401,0,0,0,0.714672804,0,0,0,0.174396694,0,2
451,20,FALSE,243253,69,0.392,0.825,0,-2.068,0,0.0535,0.0231,2.25E-06,0.0972,0.482,98.959,4,91,1,98,0,15,84,0,0.636329889,0,0.202690899,0,0,0.148474321,0,0,0,0,4
452,20,TRUE,173045,67,0.812,0.479,8,-6.47,1,0.0429,0.0485,0,0.102,0.0873,95.505,4,86,4,87,7,0,100,0,0,0,0,0,0,0,0,0,0.98499012,0,5
453,20,FALSE,168960,76,0.739,0.85,2,-3.966,1,0.0308,0.0272,0,0.181,0.883,113,4,52,12,87,0,8,90,1,0.041698899,0.702759027,0.196124524,0,0.051080439,0,0,0,0,0,4
454,20,FALSE,190733,64,0.693,0.789,5,-5.161,0,0.0315,0.0768,1.19E-06,0.178,0.795,130.025,4,96,9,90,0,7,91,1,0,0,0,0,0,0.214414537,0.772020221,0,0,0,4
455,20,TRUE,183695,58,0.916,0.571,10,-8.241,0,0.2,0.0173,1.11E-06,0.153,0.498,103.521,4,18,10,86,2,0,100,0,0.143187419,0.217433125,0,0,0,0,0.6270895,0,0,0,2
456,20,FALSE,181080,58,0.741,0.488,8,-8.253,1,0.362,0.000235,0,0.0488,0.625,160.018,4,41,6,91,2,0,100,0,0,0.319775224,0,0,0,0,0,0,0.667909563,0,2
457,20,TRUE,190440,85,0.726,0.554,5,-5.29,0,0.0917,0.0421,0,0.106,0.335,169.999,4,2,10,84,5,2,94,3,0.147079349,0,0,0,0,0,0.843720555,0,0,0,1
458,20,FALSE,179346,68,0.589,0.641,5,-8.12,1,0.0838,0.205,0,0.0864,0.57,160.031,4,100,0,98,1,6,92,1,0,0.708866477,0,0,0,0.136513501,0.016118085,0,0.131352589,0,4
459,20,TRUE,217706,64,0.776,0.675,8,-6.224,0,0.266,0.00196,0,0.227,0.271,131.984,4,75,0,93,6,2,97,0,0,0.686817229,0,0,0,0.181636482,0,0,0.125236183,0,5
460,20,TRUE,313573,67,0.927,0.535,6,-7.59,0,0.0911,0.0855,0,0.136,0.336,112.96,4,92,4,78,17,0,100,0,0,0.091829143,0,0,0,0,0,0,0.901498735,0,4
461,20,TRUE,224284,72,0.908,0.524,1,-7.955,1,0.181,0.00111,0.000678,0.383,0.109,138.015,4,14,0,72,27,0,100,0,0.072452396,0.096366018,0,0.681179523,0,0,0,0,0.148113623,0,2
462,19,TRUE,309120,65,0.635,0.324,6,-9.51,0,0.0769,0.165,4.18E-06,0.108,0.0741,117.863,4,92,12,54,33,5,92,2,0,0.981625736,0,0,0,0,0,0,0,0,6
463,19,FALSE,207186,67,0.582,0.568,1,-6.051,1,0.0297,0.196,0,0.0841,0.64,76.025,4,95,5,76,17,8,92,0,0.278275609,0,0,0,0,0,0,0,0.709020555,0,4
464,19,TRUE,268866,79,0.589,0.731,2,-6.343,1,0.0868,0.0534,0,0.308,0.191,87.908,4,21,7,81,10,8,91,0,0,0,0,0.105906382,0,0,0.486386478,0,0.400841147,0,2
465,19,FALSE,211853,75,0.766,0.709,9,-6.471,0,0.123,0.204,1.41E-05,0.126,0.506,128.07,4,77,1,93,5,2,91,6,0.096044034,0,0,0,0,0.224519596,0,0.668140113,0,0,0
466,19,TRUE,395950,57,0.416,0.712,5,-6.671,0,0.384,0.438,0,0.0642,0.581,78.015,4,87,13,79,7,75,25,0,0.106914848,0.277175277,0.03900345,0,0.089176685,0.484542787,0,0,0,0,5
467,19,FALSE,182666,72,0.491,0.907,7,-3.594,1,0.0481,0.0491,0,0.242,0.631,199.943,4,94,0,91,8,5,94,0,0.216659948,0,0,0,0,0,0.771570504,0,0,0,4
468,19,TRUE,140000,75,0.766,0.606,9,-6.064,1,0.456,0.00266,0,0.166,0.352,160.223,4,70,0,80,20,5,93,1,0,0.772629976,0,0,0,0,0,0.220026881,0,0,4
469,19,FALSE,216960,72,0.555,0.722,11,-6.005,1,0.034,0.119,0,0.0861,0.559,134.058,4,84,27,65,6,8,90,1,0,0.194137797,0,0,0,0.792523205,0,0,0,0,4
470,19,FALSE,194506,61,0.567,0.839,6,-4.048,0,0.0698,0.0489,0,0.103,0.903,160.062,4,43,8,91,0,2,97,0,0.134369388,0.096111864,0,0.233457953,0,0,0,0,0.530232906,0,4
471,19,FALSE,241146,67,0.496,0.632,7,-4.933,1,0.0282,0.257,1.07E-06,0.109,0.278,156.034,4,98,7,92,0,21,78,1,0,0.177213594,0.479449183,0,0,0,0,0,0.333741993,0,4
472,19,FALSE,198333,54,0.453,0.839,11,-3.702,1,0.0511,0.0513,0,0.348,0.55,160.16,4,43,4,95,0,10,89,0,0,0,0,0,0,0,0,0,0.98694855,0,6
473,19,FALSE,190773,59,0.498,0.968,8,-1.18,1,0.113,0.076,0,0.0947,0.491,161.989,4,97,1,98,0,0,100,0,0,0,0.832485974,0.153799087,0,0,0,0,0,0,4
474,19,TRUE,240050,90,0.685,0.692,2,-5.122,1,0.0457,0.328,0,0.153,0.578,159.966,5,27,13,79,6,8,87,4,0,0.165130883,0.226853743,0,0,0.253162205,0,0.230696052,0.11883463,0,4
475,19,TRUE,212946,77,0.687,0.563,2,-6.214,1,0.163,0.184,0,0.0681,0.112,185.056,4,100,3,89,7,0,98,1,0.089546323,0.045238245,0,0,0,0,0,0,0.858667612,0,5
476,19,TRUE,187173,77,0.821,0.434,10,-9.194,0,0.118,0.434,0,0.128,0.241,120.012,4,93,4,73,22,7,87,5,0.78300935,0.12932761,0,0,0,0,0,0,0.079879984,0,5
477,19,FALSE,211160,63,0.663,0.656,1,-6.548,1,0.0413,0.27,0.000279,0.117,0.56,120.037,4,98,2,97,0,2,96,1,0,0.511483073,0,0,0,0.433658928,0.045394212,0,0,0,5
478,19,FALSE,181200,59,0.691,0.624,7,-5.874,1,0.027,0.14,0,0.168,0.662,101.988,4,88,16,83,0,9,91,0,0.716620386,0,0.26670137,0,0,0,0,0,0,0,4
479,19,FALSE,208973,57,0.781,0.588,6,-5.348,0,0.0386,0.317,0,0.0983,0.564,93.979,4,98,10,89,0,0,100,0,0.189129382,0,0,0,0,0,0.538789749,0,0.256518066,0,5
480,19,FALSE,212066,72,0.455,0.897,9,-4.879,1,0.0403,0.0183,0,0.174,0.728,160.139,4,77,22,77,0,9,90,0,0.310621351,0,0,0,0,0,0.033119749,0.649111509,0,0,6
481,19,TRUE,157693,80,0.852,0.73,1,-5.803,1,0.0579,0.0219,0,0.336,0.394,92.506,4,93,3,68,27,0,50,50,0.03050294,0.743008196,0,0.091543198,0,0,0,0,0.129116401,0,5
482,19,FALSE,166573,69,0.758,0.867,11,-5.087,1,0.0475,0.152,0,0.308,0.964,102.018,4,93,0,100,0,5,94,0,0.952938676,0,0,0.038265288,0,0,0,0,0,0,4
483,19,FALSE,178253,67,0.584,0.621,1,-5.703,1,0.0443,0.0715,1.68E-06,0.389,0.634,92.003,4,94,6,90,3,4,95,0,0,0,0.978035629,0,0,0,0,0,0,0,5
484,19,FALSE,225693,69,0.614,0.472,7,-6.626,1,0.0297,0.158,0,0.111,0.168,146.005,4,93,4,95,0,1,98,0,0.55999279,0.036171395,0,0,0,0.17578879,0.221146867,0,0,0,4
485,19,FALSE,224626,68,0.634,0.668,5,-5.488,1,0.0291,0.14,0,0.216,0.635,80.989,4,98,3,94,1,13,86,0,0.221308455,0,0.758682489,0,0,0,0,0,0,0,5
486,19,FALSE,186253,66,0.589,0.704,4,-4.772,1,0.0303,0.151,0,0.067,0.437,84.956,4,97,4,96,0,9,90,0,0.353157848,0,0.027959634,0,0,0,0.518437982,0,0.092845328,0,5
487,19,TRUE,190595,64,0.901,0.292,2,-7.74,1,0.289,0.0978,0,0.0816,0.338,100.54,4,66,3,87,9,10,85,3,0.299121588,0.682263851,0,0,0,0,0,0,0,0,5
488,19,FALSE,210293,69,0.488,0.762,8,-3.842,1,0.0865,0.591,0,0.0763,0.709,123.889,4,55,57,28,13,1,98,0,0,0,0,0,0,0.97186631,0,0,0,0,3
489,19,TRUE,129105,74,0.851,0.666,11,-5.334,0,0.0694,0.139,0,0.105,0.0585,134.068,4,71,2,91,6,1,98,0,0,0.204978704,0,0,0,0,0,0,0.787610292,0,4
490,19,TRUE,169800,71,0.59,0.671,9,-6.098,1,0.0706,0.0484,0,0.0604,0.438,149.982,4,52,8,91,0,0,100,0,0,0,0,0,0,0,0.981992245,0,0,0,4
491,19,FALSE,183640,69,0.348,0.87,4,-5.86,1,0.137,0.171,4.40E-06,0.202,0.763,83.392,4,73,13,86,0,3,90,6,0.852201343,0.137266979,0,0,0,0,0,0,0,0,5
492,19,FALSE,240280,60,0.568,0.562,9,-7.775,1,0.0418,0.101,6.16E-05,0.363,0.247,133.647,4,47,0,94,5,16,83,0,0.262104332,0,0.168221354,0,0,0,0,0,0.553386033,0,4
493,19,TRUE,299226,80,0.88,0.67,2,-5.188,1,0.0429,0.299,5.08E-06,0.0677,0.142,100.995,4,71,3,64,32,5,95,0,0.913107574,0,0.034114167,0,0,0,0,0,0.046351869,0,4
494,19,FALSE,183413,67,0.439,0.802,7,-3.644,1,0.054,0.333,0,0.377,0.725,168.032,4,92,12,80,7,0,100,0,0.390935451,0.592731595,0,0,0,0,0,0,0,0,4
495,19,FALSE,184080,74,0.725,0.437,6,-9.602,1,0.0575,0.593,0,0.0842,0.759,83.985,4,99,28,66,4,2,96,1,0,0,0.793202817,0.192502573,0,0,0,0,0,0,5
496,19,TRUE,142906,68,0.789,0.53,2,-6.2,1,0.293,0.0541,0,0.164,0.367,75.515,4,71,2,82,14,4,95,0,0,0.991170406,0,0,0,0,0,0,0,0,6
497,19,FALSE,205453,71,0.588,0.408,3,-8.662,1,0.0237,0.113,0,0.13,0.484,85.008,4,97,18,78,3,1,93,5,0.198073626,0,0,0.639311731,0,0,0,0,0.152313694,0,3
498,19,TRUE,157643,71,0.66,0.775,2,-4.926,1,0.172,0.0553,0,0.129,0.635,157.036,4,58,2,55,42,11,81,7,0.252972275,0.275203615,0,0,0,0,0,0,0.461673737,0,2
499,19,FALSE,240506,74,0.712,0.51,8,-8.162,1,0.0633,0.446,2.46E-05,0.112,0.268,122.964,4,70,12,87,0,0,100,0,0,0,0,0,0.250968307,0,0.530261815,0,0.2126268,0,4
500,19,FALSE,186223,89,0.657,0.768,8,-4.628,1,0.0507,0.108,0,0.144,0.759,75.025,4,82,1,48,50,4,95,0,0,0,0,0.334290892,0,0,0.296715796,0,0.364355028,0,5
501,19,TRUE,215759,80,0.747,0.834,3,-2.867,0,0.045,0.374,0,0.0586,0.687,128.005,4,88,5,76,18,0,100,0,0.096776746,0.453078866,0,0,0,0.350451052,0.091896892,0,0,0,5
502,19,TRUE,214159,61,0.874,0.727,8,-7.689,1,0.0777,0.09,5.83E-06,0.0759,0.427,98.97,4,83,12,50,37,0,100,0,0.91504395,0,0,0,0,0.079472825,0,0,0,0,5
503,19,FALSE,191906,61,0.432,0.738,2,-3.91,1,0.0309,0.042,0,0.119,0.503,153.712,4,99,2,80,17,1,98,1,0,0.74790132,0,0.2404989,0,0,0,0,0,0,4
504,19,FALSE,221666,48,0.613,0.667,1,-6.874,0,0.029,0.356,1.29E-05,0.111,0.481,130.023,4,54,14,80,4,4,93,2,0.188015014,0.606356323,0,0,0,0.193758994,0,0,0,0,4
505,19,FALSE,209831,81,0.524,0.364,7,-10.209,1,0.0367,0.808,0,0.1,0.436,75.24,4,81,44,55,0,0,100,0,0,0,0,0,0,0,0.976305008,0,0,0,5
506,19,TRUE,235040,73,0.906,0.444,4,-8.692,0,0.384,0.136,6.44E-05,0.173,0.678,140.063,4,85,0,79,20,0,87,12,0,0.550977051,0,0,0,0,0,0,0.444081217,0,4
507,19,FALSE,175506,70,0.317,0.562,9,-9.609,1,0.395,0.124,0.000144,0.0667,0.132,181.1,4,88,12,87,0,0,100,0,0,0,0,0,0,0.98362869,0,0,0,0,5
508,19,TRUE,220454,78,0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59E-05,0.112,0.356,139.994,4,89,26,68,4,0,100,0,0.170172304,0.139749169,0,0,0,0.139860153,0,0,0.535095513,0,6
509,19,TRUE,249213,75,0.572,0.631,1,-8.389,1,0.104,0.188,2.31E-05,0.259,0.219,77.519,4,39,9,85,5,5,94,0,0,0.988458633,0,0,0,0,0,0,0,0,3
510,19,TRUE,214035,78,0.597,0.733,1,-6.017,1,0.41,0.134,0,0.159,0.639,171.016,4,86,7,76,16,33,61,5,0.697125137,0,0,0,0,0,0,0,0.296148449,0,3
511,19,FALSE,234306,72,0.549,0.751,9,-5.423,1,0.0299,0.122,0,0.208,0.493,89.953,4,79,5,94,0,2,97,1,0.462158978,0.423116714,0,0,0,0,0,0,0,0.10711024,4
512,19,FALSE,176893,67,0.65,0.782,8,-4.295,1,0.0721,0.295,0,0.107,0.944,171.988,4,90,14,83,2,0,99,1,0,0,0,0.675153553,0,0,0.310019493,0,0,0,4
513,19,FALSE,193066,69,0.543,0.88,3,-4.204,0,0.0365,0.035,0.000227,0.304,0.483,144.057,4,99,10,89,0,14,82,2,0,0,0,0,0,0,0.979991078,0,0,0,4
514,19,FALSE,236986,73,0.538,0.6,6,-5.463,1,0.0489,0.0273,0,0.147,0.26,81.888,4,97,17,76,5,100,0,0,0.18204993,0,0,0,0.407124698,0,0,0,0.394539356,0,5
515,19,TRUE,237506,79,0.759,0.245,6,-6.545,1,0.138,0.515,0.000154,0.102,0.209,96.992,4,89,4,87,8,2,94,2,0.459090471,0.14548628,0,0,0,0.227683499,0.115961321,0,0,0.045365382,5
516,19,TRUE,245604,76,0.638,0.6,1,-5.84,0,0.0438,0.114,0,0.187,0.0399,101.981,4,87,5,88,5,2,95,2,0,0.286769748,0,0,0.701631606,0,0,0,0,0,5
517,18,FALSE,210573,67,0.689,0.791,0,-5.194,0,0.053,0.023,0,0.0526,0.755,95.04,4,78,4,93,1,0,100,0,0,0,0,0,0,0.262868941,0.726014853,0,0,0,3
518,18,FALSE,221800,68,0.582,0.728,8,-6.151,1,0.0292,0.174,0,0.139,0.537,150.013,4,94,13,81,5,32,66,1,0,0.967459977,0,0,0,0,0,0,0.022007454,0,4
